Location,Tags,Wikipedia,City,Comment,Rating,Latitude,Longitude,Category
Bibi Ka Maqbara,Lakes,"The Bibi Ka Maqbara (English: ""Tomb of the Lady""[1][2]) is a tomb located in Aurangabad, Maharashtra, India. It was built by Mughal Emperor Shah Jahan's grandson and Aurangzeb 's son Muhammad Azam Shah in memory of his beloved mother 'Rabia-ul-Daurani' alias 'Dilras Bano Begum'. It was commissioned in 1660 by the Mughal emperor Aurangzeb in the memory of his wife Dilras Banu Begum (posthumously known as Rabia-ud-Daurani) and is considered to be a symbol of Aurangzeb's 'conjugal fidelity'.[3][4][5] It bears a striking resemblance to the Taj Mahal, the mausoleum of Aurangzeb's mother, Mumtaz Mahal.[6] Aurangzeb was not much interested in architecture though he had commissioned the small, but elegant, Pearl Mosque at Delhi. Bibi Ka Maqbara is the second largest structure that Aurangzeb has built, the largest being the Badshahi Mosque.[7]
The comparison to the Taj Mahal has often obscured its very own considerable charm.[8] Due to the strong resemblance, it is also called the Dakkhani Taj (Taj of the Deccan).[9] Bibi Ka Maqbara is the ""principal monument"" of Aurangabad and its historic city.[10][11] An inscription found on the main entrance door mentions that this mausoleum was designed and erected by Ata-ullah, an architect and Hanspat Rai, an engineer respectively.[9] Ata-ullah was the son of Ustad Ahmad Lahauri, the principal designer of the Taj Mahal.[12] Aurangzeb's son, Muhammad Azam Shah was in later years put in charge of overseeing the repair-work of the mausoleum by Shah Jahan.
Dilras Banu Begum was born a princess of the prominent Safavid dynasty of Iran (Persia)[13] and was the daughter of Mirza Badi-uz-Zaman Safavi (titled Shahnawaz Khan),[14] who was the viceroy of Gujarat.[15] She married Prince Muhi-ud-din (later known as Aurangzeb upon his accession) on 8 May 1637 in Agra.[16] Dilras was his first wife and chief consort, as well as his favourite.[17][18][19][20] She bore him five children â€” Zeb-un-Nissa, Zinat-un-Nissa, Zubdat-un-Nissa, Muhammad Azam Shah and Sultan Muhammad Akbar.",Aurangabad,It is a very nice place and worth going,3.8,19.901447599999997,75.32023314712913,Lakes
Afghan Church,Churches and Cathedrals,"The Church of St John the Evangelist, better known as the Afghan Church, is a church of Anglican heritage, that belongs to the Mumbai diocese of the Church of North India.[1] Located in Mumbai, Maharashtra, India, it was built by the British between 1847 and 1858 to commemorate the dead of the First Afghan War and the disastrous 1842 retreat from Kabul.[2] Memorials at the rear of the nave also record casualties from the Second Anglo-Afghan War. The foundation stone was laid in 1847; it was consecrated in 1858, and work on the steeple finished in 1865.[3]
The church is located in Navy Nagar in the Colaba area of South Mumbai. It was designed by Henry Conybeare; architect William Butterfield was responsible for reredos, tiles, pews and screen; and the stained glass was by William Wailes.[4]  In 2018, it was reported there are some 64 historic stained glass panels in the church in urgent need of restoration.[5]
The first Anglican church in the Navy Nagar district began as a small thatched chapel a kilometre south in what was then known as the ""Sick Bungalows""
. There were no chairs, and patrons had to bring their own. Later, the government released a new patch of land for the setting up the church with the hope that the church's spire would serve as a useful landmark for ships in the harbour.",Mumbai,The air is fresh and suitable for strolling or exercising.,3.5,18.90568985,72.81597945,Religious
Haji Ali Dargah,Historical Architectures,"The Haji Ali Dargah is a mosque and dargah or the monument of Pir Haji Ali Shah Bukhari located on an islet off the coast of Worli in the southern Mumbai.
An exquisite example of Indo-Islamic Architecture, associated with legends about doomed lovers, the dargah contains the tomb of Haji Ali Shah Bukhari. Bukhari was a Sufi saint and a wealthy merchant from Uzbekistan. Near the heart of the city proper, the dargah is one of the most recognisable landmarks of Mumbai.[1][2][3]
The Haji Ali Dargah was constructed in 1431[4] in memory of a wealthy Muslim merchant, Sayyed Pir Haji Ali Shah Bukhari, who gave up all his worldly possessions before making a pilgrimage to Mecca. Hailing from Bukhara, in present-day Uzbekistan, Bukhari travelled around the world in the early to mid 15th century, and eventually settled in present-day Mumbai.",Mumbai,"It is a very beautiful Victorian-style building built in the heart of Mumbaiâ€™s commercial exchange. When India was still built by the British Royal under British colonial rule, it was a very classic British Royal building, and again, it was sad that the building did not keep it as it was.",4.4,18.9828229,72.8089926,Landmarks
Hanging Gardens,Gardens,"The Hanging Gardens of Babylon were one of the Seven Wonders of the Ancient World listed by Hellenic culture. They were described as a remarkable feat of engineering with an ascending series of tiered gardens containing a wide variety of trees, shrubs, and vines, resembling a large green mountain constructed of mud bricks. It was said to have been built in the ancient city of Babylon, near present-day Hillah, Babil province, in Iraq. The Hanging Gardens' name is derived from the Greek word ÎºÏÎµÎ¼Î±ÏƒÏ„ÏŒÏ‚ (kremastÃ³s, lit.â€‰'overhanging'), which has a broader meaning than the modern English word ""hanging"" and refers to trees being planted on a raised structure such as a terrace.[1][2][3]
According to one legend, the Hanging Gardens were built alongside a grand palace known as The Marvel of Mankind, by the Neo-Babylonian King Nebuchadnezzar II (who ruled between 605 and 562 BC), for his Median wife, Queen Amytis, because she missed the green hills and valleys of her homeland. This was attested to by the Babylonian priest Berossus, writing in about 290 BC, a description that was later quoted by Josephus. The construction of the Hanging Gardens has also been attributed to the legendary queen Semiramis[4] and they have been called the Hanging Gardens of Semiramis as an alternative name.[5]
The Hanging Gardens are the only one of the Seven Wonders for which the location has not been definitively established.[6] There are no extant Babylonian texts that mention the gardens, and no definitive archaeological evidence has been found in Babylon.[7][8] Three theories have been suggested to account for this: first, that they were purely mythical, and the descriptions found in ancient Greek and Roman writings (including those of Strabo, Diodorus Siculus and Quintus Curtius Rufus) represented a romantic ideal of an eastern garden;[9] second, that they existed in Babylon, but were destroyed sometime around the first century AD;[10][4] and third, that the legend refers to a well-documented garden that the Assyrian King Sennacherib (704â€“681 BC) built in his capital city of Nineveh on the River Tigris, near the modern city of Mosul.[11][1]",Mumbai,"The sky garden, also known as the Hein Garden, is located on the top of the Malaba mountain in the rich area. Because the garden is located above a reservoir, it is called the sky garden. It is not because the garden is beautiful, but because the locals who come here are infected, they are simply happy.",4.2,48.69027905,-113.72596247715197,Nature
Jogeshwari Caves,Caves,"The Jogeshwari Caves are some of the earliest Hinduism cave temples sculptures located in the Mumbai suburb of Jogeshwari, India. The caves date back to 520 to 550 CE.[citation needed] These caves belongs to the Hindu deity Jogeshwari.  According to historian and scholar Walter Spink, Jogeshwari is the earliest major cave temple in India and (in terms of total length) ""the largest"".[1]
The caves are located off the Western Express Highway, and are surrounded by encroachments.
The caves are accessed through a long flight of stairs into the main hall of this cavernous space. It has many pillars and a Lingam at the end. Idols of Dattatreya, Hanuman, and Ganesh line the walls. There are also relics of two doormen. The cave also has a murti and footprints of goddess Jogeshwari (Yogeshwari), whom the area is named after. The goddess is considered a Kuladevi by some Marathi people, and also worshipped by some migrant groups from Gujarat.
Jogeshwari carving detail",Mumbai,I saw the slums in India and it was very shocking.,4.0,19.13888155,72.85717224555691,Caves
Kanheri Caves,Caves,"The Kanheri Caves (KÄnherÄ«-guhÄ [kaËnÊ±eÉ¾iË É¡uÉ¦aË]) are a group of caves and rock-cut monuments cut into a massive basalt outcrop in the forests of the Sanjay Gandhi National Park, on the former island of Salsette in the western outskirts of Mumbai, India. They contain Buddhist sculptures and relief carvings, paintings and inscriptions, dating from the 1st century CE[1] to the 10th century CE. Kanheri comes from the Sanskrit Krishnagiri, which means black mountain.[2]
The site is on a hillside, and is accessible via rock-cut steps. The cave complex comprises one hundred and nine caves. The oldest are relatively plain and unadorned, in contrast to later caves on the site, and the highly embellished Elephanta Caves of Mumbai. Each cave has a stone plinth that functioned as a bed. A congregation hall with huge stone pillars contains a stupa (a Buddhist Pagoda). Rock-cut channels above the caves fed rainwater into cisterns, which provided the complex with water.[3] Once the caves were converted to permanent monasteries, their walls were carved with intricate reliefs of Buddha and the Bodhisattvas. Kanheri caves were built in the 1st century and had become an important Buddhist settlement on the Konkan coast by the 3rd century CE.[4]
Most of the caves were Buddhist viharas, meant for living, studying, and meditating. The larger caves, which functioned as chaityas, or halls for congregational worship, are lined with intricately carved Buddhist sculptures, reliefs, pillars and rock-cut stupas. Avalokiteshwara is the most distinctive figure. The large number of viharas demonstrates there was a well organized establishment of Buddhist monks. This establishment was also connected with many trade centers, such as the ports of Sopara, Kalyan, Nasik, Paithan and Ujjain. Kanheri was a University center by the time the area was under the rule of the Maurayan and Kushan empires.[2] In the late 10th century, the Buddhist teacher Atisha (980â€“1054) came to the Krishnagiri Vihara to study Buddhist meditation under Rahulagupta.[5]",Mumbai,"The temple is located in the less crowded Condellava area near Pune, and the New Veda Cultural Center is a temple dedicated to the goddess Kristina and his goddess Rada. When entering the prayer hall, you will be shocked by the statues of the god Kristina and Lada.",3.5,19.2058871,72.9067302,Caves
Karla Caves,Caves,"The Karla Caves, Karli Caves, Karle Caves or Karla Cells, are a complex of ancient Buddhist Indian rock-cut caves at Karli near Lonavala, Maharashtra. It is just 10.9 Kilometers away from Lonavala. Other caves in the area are Bhaja Caves, Patan Buddhist Cave, Bedse Caves and Nasik Caves.
The shrines were developed over the periodÂ â€“ from the 2nd century BCE to the 5th century CE. The oldest of the cave shrines is believed to date back to 160 BCE, having arisen near a major ancient trade route, running eastward from the Arabian Sea into the Deccan. 
The group at Karla is one of the older and smaller of the many rock-cut Buddhist sites in Maharashtra, but is one of the best-known because of the famous ""Grand Chaitya"" (Cave 8), which is the largest and most completely preserved"" chaitya hall of the period, as well as containing unusual quantities of fine sculpture, much of it on a large scale.[1]
Many traders, Western Satraps of Saka origin and Satavahana rulers made grants for construction of these caves.  Karli's location in Maharashtra places it in a region that marks the division between North India and South India.[2] Buddhists, having become identified with commerce and manufacturing through their early association with traders, tended to locate their monastic establishments in natural geographic formations close to major trade routes so as to provide lodging houses for travelling traders.[3] Today, the cave complex is a protected monument under the Archaeological Survey of India.[4]",Pune,"The four ancient civilizations that span centuries of history and culture have a long history, and the world is famous for China is the Great Wall, ancient Egypt is the pyramid, and Babylon, ancient India, these ancient countries have left rich historical and cultural monuments. It is necessary for future generations to study and study. To be honest, I especially like history when I went to school, so the historical results are also better, and after graduation, every time I go to a place to travel, I will definitely explore their historical and cultural relics, especially to watch and understand. Those ancient historical and cultural relics contain the vicissitudes of the years, the prosperity and decline of the past history, we should understand these cultural monuments, to protect it, understand it, and feed it. Since you are fortunate to visit Karla Caves in Lonavala, you must learn about the local culture here. Karla Caves is on the mountain, the summer weather is still relatively hot, the way to climb the mountain has been sweating, really feel the so-called Indian real life face, after going to the top of the mountain, a cool breeze hit, suddenly feel very comfortable, and carefully observe Karla Caves, Those old stones are old and not very good-looking, but the companions said that after eight centuries of history, it is lucky to be able to keep so well. It is true, so we have to protect it well. tips: Detailed address :Karli,Lonavala ,INdia consultation phone :+91 97 66425981 surrounding recommendation :Della Adventure Park The KinaraDhaba",4.0,18.7854757,73.4700831,Caves
Karnala Bird Sanctuary,Zoos,"The Karnala Bird Sanctuary is located in Panvel Taluka of Raigad District, outside Mumbai, India near Matheran and Karjat.It is the first bird sanctuary in Maharashtra.[1] The sanctuary is quite small with an area of 12.11 square kilometres but is, along with the Sanjay Gandhi National Park and Tungareshwar Wildlife Sanctuary, one of the few sanctuaries to be within reach of the city of Mumbai.
The sanctuary is centered on the historic Karnala Fort and lies just off the Mumbai-Pune national highway to Goa. It is located 12Â km from Panvel. The nearest railhead is Panvel. Regular buses at an interval of 30 minutes are available from Panvel Bus Stand from 5:00 am to 8:00 pm. The sanctuary is open for visitors from 7am to 3pm. There are many hotels and resorts located near the sanctuary. There are two government rest houses inside the sanctuary area.
The bird sanctuary is a popular destination for bird-watchers and hikers in the Mumbai area.[2] The sanctuary is home to over 222 species birds of which 161 are resident species, 46 are winter migrant species, three are breeding migrants, seven species are passage migrants and five species are vagrant.[3] Following eight species endemic to Western Ghats has been found in Karnala: Grey-fronted Green-pigeon (Treron affinis), Nilgiri Woodpigeon (Columba elphinstonii), Malabar (Blue-winged) Parakeet (Psittacula columboides), Malabar Grey Hornbill (Ocyceros griseus), White-cheeked Barbet (Megalaima viridis), Malabar Lark (Galerida malabarica), Small Sunbird (Leptocoma minima) and Vigor's Sunbird (Aethopyga vigorsii).
.[3] 
Five rare birds, the ashy minivet, three-toed kingfisher, Malabar trogon, Slaty-legged Crake (Rallina eurizonoides), and Rufous-bellied Eagle (Lophotriorchis kienerii) have been sighted here.[3] The Sanctuary is also an Important Bird Area (IBA) satisfying A1 (Globally threatened species) and A2 (Restricted-range species) criteria.[4] The sanctuary is also home to 114 species of butterflies.[5]",Raigad,"Not many tourists like to take this road, but if you are a nature lover, it is worth a visit. More like coming here during the rainy season, you will see many majestic waterfalls, adding the thrill of a beautiful jungle tour. Find the caves across the river and discover ancient churches.",5.0,18.8933759,73.1124207,Entertainment
Keneseth Eliyahoo Synagogue,Markets,"The Knesset Eliyahoo, also Knesset Eliyahu, is an Orthodox Jewish synagogue located in downtown Mumbai, India. It is the city's second oldest Sephardic synagogue. It was established in 1884 by Jacob Elias Sassoon, son of Eliyahoo David Sassoon and grandson of David Sassoon;[1] the latter had immigrated from Baghdad to India in 1832 due to persecution and had settled in Mumbai, then known as Bombay. It is maintained by the Jacob Sassoon Trust. The building's significance is attributed to its Jewish traditions as well as Indian and English colonial influences.
It was designed by the British architectural firm Gostling & Morris of Bombay.[2] The basement part of the edifice is built in stone masonry and the superstructure is built in brick masonry. The exterior facade of the synagogue is painted turquoise. The sanctuary within the interior of the building is in western direction, towards Jerusalem.
Knesset Eliyahoo, an Orthodox Jewish synagogue, the second oldest Sephardic, is located in Colaba at 55, Dr. V.B. Gandhi Marg, Fort, Mumbai. The Taj Mahal Palace Hotel, and Oberoi Trident are nearby.[3][4]",Mumbai,"Priyadarshini Park is located in the south of Mumbai - very close to the sea. The park is large, has separate areas for children and the elderly, and has a nice walking/jogging track. The park is close to the sea and breeze is breezy, and the park is usually crowded in the morning and evening.",4.1,18.928102250000002,72.8325847842938,Food & Drink
Mandapeshwar Caves,Caves,"The Mandapeshwar Caves (Marathi: à¤®à¤‚à¤¡à¤ªà¥‡à¤¶à¥à¤µà¤° à¤—à¥à¤¹à¤¾) is an 8th Century rock-cut shrine dedicated to Shiva[1] located near Mount Poinsur in Borivali, a suburb of Mumbai in Maharashtra, India. The caves were originally Buddhist viharas.[2]
These 6th century caves are located in a corner of Borivali- an otherwise northern suburb of Mumbai.
The caves are situated in Mount Poinsur, Borivali, a suburb of Mumbai. Originally, the caves were on the banks of the Dahisar River but later the course of the river changed.[3] The name of the neighbourhood was derived from this temple. It is believed that the name of Mount Poinsur, on which the Saint Francis D'Assisi High School is situated, is a corruption of the name ""Mandapeshwar"". The Mandapeshwar caves are smaller and lesser known as compared to the Kanheri caves in the Sanjay Gandhi National Park in Borivali East.[1] The ruins of an old Portuguese-built church stand on top of the caves. The Immaculate Conception Church is located to its south end. There is an open ground in front of the caves which is used as a playground and parking area by people from the slum in front of it. The Swami Vivekanand Road runs in front of this cave.[1][4]",Mumbai,"The caves are the site of the Shiva Temple, a quiet and rugged place that looks very broken. The 8th century stone inscription Temple Mount is a very important historical position located on the Poriviri Mountain. Hidden behind the church of the Virgin Mary, most of it was destroyed.",3.5,19.2449679,72.85374593757288,Caves
National Gallery of Modern Art,Fine Art Galleries,"The National Gallery of Modern Art (NGMA) is the premier art gallery under Ministry of Culture, Government of India.[1]  The main museum at Jaipur House in New Delhi was established on 29 March 1954 by the Government of India, with subsequent branches at Mumbai and Bangalore.  Its collection of more than 1700 works by 2000 plus artists[2] includes artists such as Thomas Daniell, Raja Ravi Verma, Abanindranath Tagore, Rabindranath Tagore, Gaganendranath Tagore, Nandalal Bose, Jamini Roy, Amrita Sher-Gil as well as foreign artists. Some of the oldest works preserved here date back to 1857.[1] With 12,000 square meters of exhibition space,[3] the Delhi branch is one of the world's largest modern art museums.
The first proposal for a National Art Gallery was made by a Delhi-based artistsâ€™ organisation, the AIFACS, in 1938.[4][pageÂ needed] This institution, initially registered as Delhi Fine Arts Society in 1929, was founded by artistâ€“brothers Barada and Sarada Ukil who were students of Abanindranath Tagore.[note 1] In 1946, the Society organised the First International Contemporary Art Exhibition that included paintings of modern French and English artists, as well as etchings from American artists. The exhibition coincided with the first All India conference, where a resolution appointing AIFACS as a central art body was passed.[4] In subsequent years, however, AIFACSâ€™ claims were diluted by the factions that arose among the artists, with the newly set up All India Association of Fine Arts, Bombay, putting forth its own agency as a central organisation at the Third All India Art conference in 1948.In 1949 Art Conference at Calcutta The government invited a consortium of artists and critics for this conference on visual arts â€” Stella Kramrisch, G. Venkatachalam, Nandalal Bose, Jamini Roy, O. C. Ganguly, Atul Bose, James H. Cousins and Percy Brown, among others â€” and asked for their suggestions on art institutions like the National Museum and the National Gallery of Art, and the educative role of art for the general public. On the issue of the Gallery, the participants at the seminar reacted in different ways. Some such as historian Dr Nihar Ranjan Ray encouraged the government to step in and set up the representative advisory body, while others like artist and founder member of the group in Delhi, Silpi Chakra, B. C. Sanyal, argued that it was wrong for the government to take the initiative away from the artistsâ€™ hands. It passed a resolution for the early establishment of the National Art Gallery and the improvement of the National Museum, as well as the formation of the three Akademis as part of a Sub Commission for Culture of the Indian National Commission for Cooperation with UNESCO.[4]
In 1953 the Society organised the Second International Exhibition of Contemporary Art in its new building, which the national daily 'The Statesman' described as â€˜no less than Venice Beinnaleâ€™.[5] The State-supported NGMA had already come into being by 1954 and was formally inaugurated by Vice-president Dr S.Radhakrishnan, in the presence of Prime Minister Jawaharlal Nehru. Hermann Goetz (1898â€“1976),[8] a noted German art historian became its first curator and in time it added new facilities such as Art restoration services, an Art reference Library and a Documentation Centre.[9] The Gallery opened with an exhibition of contemporary sculpture, apart from showcasing its initial collection of around 200 works, which consisted of paintings by Amrita Sher-Gil, Rabindranath Tagore, Jamini Roy, Nandalal Bose, and M. A. R. Chugtai, among others.",Mumbai,"India's National Museum of Modern Art is quite large, the library here is also very important facilities, the art is mainly local artists in India, the art form is also very barbaric, many foreign tourists will come here to enjoy.",4.3,41.91723585,12.482530882573537,Art
National War Museum,Museums,"The National War Museum is a museum dedicated to warfare, which is located inside Edinburgh Castle in Edinburgh, Scotland. Opened in 1933 in a converted 18th-century ordnance storehouse, the museum is run by the National Museums Scotland and covers 400 years of Scotland at war from the 17th century through permanent exhibits and special exhibitions.[2]
It was formerly known as the Scottish United Services Museum,[3] and prior to this, the Scottish Naval and Military Museum.
The museum is located in the Hospital Square of Edinburgh Castle, within the Old Town area of Edinburgh, Scotland.[4] The building, which has been category-B listed since 1970, comprises two storeys with a ten-bay rectangular-plan.[5] It is managed by National Museums Scotland.[4] Admission to the museum is included in the entry charge for the castle.[6]",Pune,"The museum is relatively large, and it is mainly a display of military and war. You can see the scene of war at that time.",3.5,35.9019705,14.5187411,Museums
Raja Dinkar Kelkar Museum,Museums,"The Raja Dinkar Kelkar Museum is in Pune, Maharashtra, India.[1] It contains the collection of Dr. Dinkar G. Kelkar (1896â€“1990), dedicated to the memory of his only son, Raja.[2] The three-storey building houses various sculptures dating back to the 14th century.[citation needed] There are also ornaments made of ivory, silver and gold, musical instruments (a particularly fine collection),[3] war weapons and vessels.[2]
The collection was started around 1920, and by 1960 it contained around 15,000 objects. The museum was established in 1962, and Dr. Kelkar donated his collection to the Government of Maharashtra in 1975.[4][5]
The museum now holds over 20,000 objects of which 2,500 are kept on display. These consist of mainly Indian decorative items from everyday life and other art objects, mostly from the 18th and 19th centuries. The museum's collection depicts the skills of the Indian artists of the time, including the prominent works of Pandit Abhijeet Joshi.[6][2]",Pune,"Near the Prince of Wales Museum, the appearance looks quite novel, the area is not large, and the exhibits are mostly paintings by local modern Indian painters. There are various styles of materials, and those who are interested in modern Indian painters can go and see. Interesting local artist exhibitions, sometimes a photographic exhibition on the first floor, and a small gallery for individual artists.",4.6,18.510766949999997,73.85444202387447,Museums
Rajabai Clock Tower,Historical Architectures,"The Rajabai Tower is a clock tower in South Mumbai India. It is in the confines of the Fort campus of the University of Mumbai. It stands at a height of 85Â m (280Â ft or 25 storeys). The tower is part of The Victorian and Art Deco Ensemble of Mumbai, which was added to the list of World Heritage Sites in 2018.[1]
The Rajabai Clock Tower was designed by Sir George Gilbert Scott, an English architect.[2] He modeled it on Big Ben in London.The foundation stone was laid on 1 March 1869 and construction was completed in November 1878. The total cost of construction came to â‚¹555000, a large amount of money for the time period. A portion of the total cost of construction was donated by Premchand Roychand, a wealthy broker who founded the Bombay Stock Exchange on the condition that the tower be named after his mother Rajabai.[3]
Premchand Roychand's mother was blind and as a staunch follower of Jain religion, she was supposed to consume her dinner before the evening. Legend says that the evening bell of the tower helped her to know the time without anyone's help.[citation needed]",Mumbai,"A clock tower on the campus of Mumbai University, because the campus is not open to visit, so the clock tower can only be seen outside the wall. The exterior has a British Tudor architectural style, very calm and solemn details, but unfortunately can not be appreciated closer.",4.4,18.9297738,72.8301677,Landmarks
Tadoba-Andhari Tiger Reserve,Zoos,"The Tadoba Andhari Tiger Reserve is a wildlife sanctuary in Chandrapur district of Maharashtra state in India. It is Maharashtra's oldest and largest national park. Created in 1955, the reserve includes the Tadoba National Park and the Andhari Wildlife Sanctuary. The reserve consists of 577.96 square kilometres (223.15Â sqÂ mi) of reserved forest and 32.51 square kilometres (12.55Â sqÂ mi) of protected forest.[1]
""Tadoba"" is taken from the name of the god ""Tadoba"" or ""Taru"", worshipped by the tribes who live in the dense forests of the Tadoba and Andhari region, while ""Andhari"" refers to the Andhari river that meanders through the forest.[2]
Legend holds that Taru was a village chief who was killed in a mythological encounter with a tiger. Taru was deified and a shrine dedicated to Taru now exists beneath a large tree on the banks of Tadoba Lake.[3] The temple is frequented by adivasis, especially during a fair held annually in the Hindu month of Pausha (Decemberâ€“January).",Chandrapur,"Osho garden is a nice garden in Pune with lots of tropical plants, some very rare varieties, small size, but well managed and I feel good walking around it.",4.0,20.2670283,79.49451925839712,Entertainment
Tadoba National Park,National Parks,"The Tadoba Andhari Tiger Reserve is a wildlife sanctuary in Chandrapur district of Maharashtra state in India. It is Maharashtra's oldest and largest national park. Created in 1955, the reserve includes the Tadoba National Park and the Andhari Wildlife Sanctuary. The reserve consists of 577.96 square kilometres (223.15Â sqÂ mi) of reserved forest and 32.51 square kilometres (12.55Â sqÂ mi) of protected forest.[1]
""Tadoba"" is taken from the name of the god ""Tadoba"" or ""Taru"", worshipped by the tribes who live in the dense forests of the Tadoba and Andhari region, while ""Andhari"" refers to the Andhari river that meanders through the forest.[2]
Legend holds that Taru was a village chief who was killed in a mythological encounter with a tiger. Taru was deified and a shrine dedicated to Taru now exists beneath a large tree on the banks of Tadoba Lake.[3] The temple is frequented by adivasis, especially during a fair held annually in the Hindu month of Pausha (Decemberâ€“January).",Chandrapur,"This is one of the worst amusement parks near Mumbai, don't waste your time and money here. If you visit, you can buy tickets for 40 rupees instead of a joint ticket for more than 600 rupees, many of the event facilities are closed and not informed in advance.",4.3,20.2670283,79.49451925839712,Nature
Wankhede Stadium,Temples,"The Wankhede Stadium (pronounced [Ê‹aËnkÊ°eÉ–e]) is an international cricket stadium in Mumbai, India.[1] It is the home ground of Mumbai cricket team and IPL franchise Mumbai Indians.
This stadium is situated near the Marine drive-Arabian Sea in the Churchgate area of South Mumbai in Maharashtra.
BCCI, IPL and Mumbai Cricket Association's headquarter, Cricket centre is situated in the premises of this stadium.",Mumbai,"The Asian Social Library is very small, with old periodicals, ancient manuscripts, paintings, coins, handicrafts and maps in the cabinets, and several older Indians reading newspapers in the library. The stairs outside have also been renovated.",4.6,18.9385497,72.82574081674653,Religious
Western Ghats,Temples,"The Western Ghats, also known as the Sahyadri mountain range, is a mountain range that covers an area of 160,000Â km2 (62,000Â sqÂ mi) in a stretch of 1,600Â km (990Â mi) parallel to the western coast of the Indian peninsula, traversing the states of Gujarat, Maharashtra, Goa, Karnataka, Kerala and Tamil Nadu.[1] It is a UNESCO World Heritage Site and is one of the 36 biodiversity hotspots in the world.[2] It is sometimes called the Great Escarpment of India.[3] It contains a very large proportion of the country's flora and fauna, many of which are endemic to this region.[4] According to UNESCO, the Western Ghats are older than the Himalayas. They influence Indian monsoon weather patterns by intercepting the rain-laden monsoon winds that sweep in from the south-west during late summer.[1] The range runs north to south along the western edge of the Deccan Plateau and separates the plateau from a narrow coastal plain called the Western Coastal Plains along the Arabian Sea. A total of 39 areas in the Western Ghats, including national parks, wildlife sanctuaries and reserve forests, were designated as world heritage sites in 2012 â€“ twenty in Kerala, ten in Karnataka, six in Tamil Nadu and four in Maharashtra.[5][6]
The range starts near south of the Tapti river and runs approximately 1,600Â km (990Â mi) through the states of Gujarat, Maharashtra, Karnataka, Goa, Kerala and Tamil Nadu ending at Marunthuvazh Malai near the southern tip of India. These hills cover 160,000Â km2 (62,000Â sqÂ mi) and form the catchment area for complex riverine drainage systems that drain almost 40% of India. The Western Ghats block the southwest monsoon winds from reaching the Deccan Plateau.[7] The average elevation is around 1,200Â m (3,900Â ft).[8]
The area is one of the world's ten ""hottest biodiversity hotspots."" It has over 7,402 species of flowering plants, 1,814 species of non-flowering plants, 139 mammal species, 508 bird species, 227 reptile species, 179 amphibian species, 290 freshwater fish species, and 6,000 insect species. It is likely that many undiscovered species live in the Western Ghats. At least 325 globally threatened species occur in the Western Ghats.[9][10][11]",Pune,"The Jain Temple tour started me to appreciate the people who worship there and understand their faith. I didnâ€™t need to accept it as a sign of respect - dedication and rituals themselves were beautiful and peaceful. I liked what I saw. Unlike another temple we visited, we could take pictures inside the temple. We need to remember that we can't discuss what God says behind our backs.",4.0,10.166,77.058,Religious
Tulsi Lake,Lakes,"Tulsi Lake is a fresh water lake in northern Mumbai. It is stated to be the second largest lake in Mumbai and supplies part of the city's potable water.[1] This is one of the three lakes located in the Salsette Island; the other two being Powai Lake and Vihar Lake.[2]
Both Tulsi lake and Vihar lake are located within the densely forested Sanjay Gandhi National Park or also known popularly as the Borivali National Park (BNP).
Tulsi Lake was built by damming the River Tasso, and redirecting the flow to the nearby Vihar Lake. Rain water from the catchment area of 676 hectares of Powai-Kanheri hill ranges drains into the lake. During the rainy season the flood flows out flows into the Powai Lake and further down into the Mithi River. The maximum height of hill in the catchment is about 400 m. The southwest monsoon sets in by mid June and lasts till September. The maximum rainfall is normally recorded in the months of July and August. The mean annual rainfall is reported to be 3000Â mm. Rainfall have reportedly crossed 4000Â mm several times. Highest ever recorded rainfall to the figure of 5316Â mm have been recorded in the year 2019(June 1-September 30).[1]
The plan to create the lake was conceived in 1872 and construction completed 1897. It was designed as a backup for the Vihar Lake to supply portable drinking water to the city of Bombay (now Mumbai). The lake has surface area of 1.35Â kmÂ² (135 hectares). The  average water depth is reported to be 12 m with a gross storage at Full Supply Level (FSL) of 2,294Â million imperial gallons (10,430,000Â m3), out of which 4Â million imperial gallons (18,000Â m3) per day are supplied to Greater Mumbai.[3]",Mumbai,The lake is quite open and the visual feeling is good.,4.0,19.19108035,72.91779288924126,Lakes
